frequency_Hz,gain_dB,phase_deg
53.0884444231,-0.458177527718,-18.446870135
53.703179637,-0.468294385314,-18.6457852885
54.3250331492,-0.478622555401,-18.846530703
54.9540873858,-0.489165933949,-19.0491132713
55.590425727,-0.499928467036,-19.2535395833
56.234132519,-0.510914150571,-19.459815915
56.8852930844,-0.522127029971,-19.6679482174
57.5439937337,-0.53357119979,-19.8779421047
58.2103217771,-0.545250803295,-20.0898028433
58.8843655356,-0.55717003199,-20.3035353394
59.5662143529,-0.569333125091,-20.519144128
60.2559586074,-0.581744368934,-20.7366333604
60.953689724,-0.594408096344,-20.9560067927
61.6595001861,-0.607328685927,-21.1772677732
62.3734835482,-0.620510561312,-21.4004192308
63.095734448,-0.633958190331,-21.6254636624
63.8263486191,-0.647676084136,-21.8524031208
64.5654229035,-0.661668796246,-22.0812392026
65.3130552647,-0.675940921532,-22.3119730353
66.0693448008,-0.69049709514,-22.5446052658
66.8343917569,-0.705341991333,-22.7791360474
67.6082975392,-0.720480322276,-23.0155650277
68.3911647281,-0.735916836741,-23.2538913365
69.1830970919,-0.751656318744,-23.4941135735
69.9841996002,-0.767703586108,-23.7362297961
70.7945784384,-0.784063488953,-23.9802375074
71.6143410213,-0.800740908109,-24.2261336441
72.4435960075,-0.817740753454,-24.4739145652
73.2824533139,-0.835067962178,-24.7235760395
74.1310241301,-0.852727496967,-24.975113235
74.9894209332,-0.870724344111,-25.2285207069
75.8577575029,-0.889063511534,-25.4837923867
76.7361489362,-0.90775002675,-25.7409215717
77.6247116629,-0.926788934736,-25.9999009137
78.523563461,-0.946185295727,-26.2607224092
79.4328234724,-0.965944182943,-26.5233773892
80.3526122186,-0.986070680227,-26.7878565093
81.2830516164,-1.00656987961,-27.0541497408
82.2242649947,-1.02744687882,-27.3222463611
83.1763771103,-1.04870677866,-27.5921349456
84.1395141645,-1.07035468042,-27.8638033591
85.1138038202,-1.09239568305,-28.1372387487
86.0993752185,-1.11483488047,-28.4124275357
87.0963589956,-1.13767735863,-28.6893554095
88.1048873008,-1.16092819258,-28.9680073211
89.1250938134,-1.1845924435,-29.2483674775
90.1571137606,-1.20867515563,-29.5304193365
91.2010839356,-1.23318135312,-29.814145602
92.2571427155,-1.2581160369,-30.0995282206
93.3254300797,-1.28348418137,-30.3865483777
94.4060876286,-1.30929073121,-30.6751864954
95.4992586021,-1.33554059797,-30.9654222302
96.605087899,-1.3622386567,-31.2572344721
97.7237220956,-1.38938974259,-31.5506013439
98.8553094657,-1.41699864744,-31.8455002016
100,-1.44507011621,-32.1419076353
101.157945426,-1.47360884349,-32.4397994712
102.329299228,-1.50261946999,-32.739150774
103.514216668,-1.53210657892,-33.0399358503
104.712854805,-1.56207469246,-33.3421282534
105.925372518,-1.59252826819,-33.6457007877
107.151930524,-1.62347169545,-33.9506255151
108.392691402,-1.65490929178,-34.2568737618
109.647819614,-1.68684529937,-34.5644161257
110.917481526,-1.71928388142,-34.8732224854
112.20184543,-1.75222911867,-35.1832620096
113.501081567,-1.78568500583,-35.4945031673
114.81536215,-1.81965544809,-35.806913739
116.144861384,-1.85414425766,-36.1204608292
117.489755494,-1.88915515035,-36.435110879
118.850222744,-1.92469174222,-36.7508296805
120.226443462,-1.96075754624,-37.0675823912
121.618600065,-1.99735596904,-37.3853335498
123.026877081,-2.03449030771,-37.7040470928
124.451461177,-2.07216374671,-38.0236863717
125.892541179,-2.11037935481,-38.3442141716
127.350308102,-2.14914008211,-38.6655927296
128.824955169,-2.18844875723,-38.9877837551
130.316677845,-2.22830808448,-39.3107484503
131.825673856,-2.26872064124,-39.6344475312
133.352143216,-2.30968887536,-39.9588412503
134.896288259,-2.35121510272,-40.2838894186
136.458313659,-2.39330150491,-40.6095514296
138.03842646,-2.43595012697,-40.9357862831
139.636836106,-2.47916287538,-41.2625526102
141.253754462,-2.52294151604,-41.5898086978
142.889395851,-2.56728767246,-41.9175125154
144.543977075,-2.61220282413,-42.2456217406
146.217717446,-2.65768830489,-42.5740937859
147.910838817,-2.70374530163,-42.9028858265
149.623565609,-2.75037485299,-43.2319548271
151.356124844,-2.7975778483,-43.5612575701
153.108746168,-2.84535502661,-43.8907506837
154.881661891,-2.89370697595,-44.2203906706
156.675107011,-2.94263413268,-44.5501339359
158.489319246,-2.99213678104,-44.8799368167
160.324539069,-3.04221505285,-45.2097556106
162.181009736,-3.09286892736,-45.5395466044
164.05897732,-3.14409823128,-45.8692661035
